,Method,Perfermance,Percentage Profit,Profit Factor,Percentage Drawdown,Recovery Factor,Sharpe Ratio,Sortino Ratio
earning_filter_1.4,,std,1.2696578728327867,0.5526059411204121,0.4552840328044264,0.9433720155450342,3.30762332323573,5.547361666023768
earning_filter_1.4,,wse,-1.7785569000000057,0.31519825059831724,0.8613447211698676,-0.9054100964173608,-6.516922269050722,-11.11156304784337
earning_filter_1.5,,mean,-0.0021476500000015366,0.9945544136473536,1.4964581985758574,0.11824809813395924,-0.5962412490733674,-0.6496307550216688
earning_filter_1.5,,std,1.3380677619403047,0.5404997988403601,0.48569932303576,0.933689757996462,3.283578597786205,5.481509955512509
earning_filter_1.5,,wse,-1.9054109000000041,0.31444215018984667,0.8911427769251365,-0.9054017401442496,-6.489004092372448,-11.224374237117427
earning_filter_1.6,,mean,-0.008902808333334048,0.9893513410524762,1.5647035823002529,0.1158230254728339,-0.6037415219273491,-0.6795541699026907
earning_filter_1.6,,std,1.4082964930179112,0.5301520170997801,0.5173669537237396,0.9259212647259264,3.262109397948541,5.462204669850317
earning_filter_1.6,,wse,-2.0321450000000074,0.3137799100710599,0.9209428314633277,-0.9053894137500592,-6.457881858993625,-11.315172020445566
earning_filter_1.7,,mean,-0.015686499999999676,0.984560768883655,1.6331647293881473,0.11415903629471158,-0.6096614513831283,-0.6661673387672756
earning_filter_1.7,,std,1.4800741193549165,0.5210346410389979,0.550185598513458,0.9202977366808459,3.242997686997515,5.51555367351484
earning_filter_1.7,,wse,-2.1587593000000016,0.3131952386874484,0.9507450846627328,-0.9053737427521652,-6.4242749067725,-11.387198554577562
earning_filter_1.8,,mean,-0.022498816666667126,0.9804037024775404,1.701743527898177,0.11312605414714355,-0.6141276190237969,-0.6893288640276148
earning_filter_1.8,,std,1.553175248046805,0.51359366936486,0.5839973127917157,0.9164286390599639,3.2260266034321,5.4928195281308145
earning_filter_1.8,,wse,-2.285253799999998,0.31267519572595565,0.9805493366450715,-0.9053553168544229,-6.388733231596439,-11.443119747097382
earning_filter_1.9,,mean,-0.029339949999997672,0.9768706561038835,1.7707898650913958,0.11249331197971076,-0.6172608461831831,-0.7054900176745539
earning_filter_1.9,,std,1.627411433264305,0.5074543168920126,0.618367125851161,0.9139797068429572,3.210985179509411,5.470572468241797
earning_filter_1.9,,wse,-2.411628599999993,0.31220972962428384,1.0103557872886357,-0.9053345707644062,-6.351680531911256,-11.48514837999442
